"name","lastModifiedDate","items__track__trackName","items__track__artistName","items__track__albumName","items__track__trackUri","items__episode","items__audiobook","items__localTrack","items__addedDate","description","numberOfFollowers"
"","","I'm Still Standing","Elton John","Rocket Man","spotify:track:0lzpfrTARexLFXEACKSXTh","null","null","null","2023-06-18","",""
"","","The Way You Make Me Feel - 2012 Remaster","Michael Jackson","Bad 25th Anniversary","spotify:track:0sKlV58cODrjxGFOyf9IXY","null","null","null","2023-06-18","",""
"","","Footloose - From ""Footloose"" Soundtrack","Kenny Loggins","Footloose (15th Anniversary Collectors' Edition)","spotify:track:2vz1CsL5WBsbpBcwgboTAw","null","null","null","2023-06-18","",""
"","","Everybody Wants To Rule The World","Tears For Fears","Songs From The Big Chair","spotify:track:4RvWPyQ5RL0ao9LPZeSouE","null","null","null","2023-06-18","",""
"","","Any Way You Want It","Journey","Departure","spotify:track:71SvEDmsOwIWw1IozsZoMA","null","null","null","2023-06-18","",""
"","","We Didn't Start the Fire","Billy Joel","Storm Front","spotify:track:3Cx4yrFaX8CeHwBMReOWXI","null","null","null","2023-06-18","",""
"","","Never Gonna Give You Up","Rick Astley","Whenever You Need Somebody","spotify:track:4uLU6hMCjMI75M1A2tKUQC","null","null","null","2023-06-18","",""
"","","Don't Stop Believin'","Journey","The Essential Journey","spotify:track:77NNZQSqzLNqh2A9JhLRkg","null","null","null","2023-06-18","",""
"","","You Give Love A Bad Name","Bon Jovi","Slippery When Wet","spotify:track:0rmGAIH9LNJewFw7nKzZnc","null","null","null","2023-06-18","",""
"","","Livin' On A Prayer","Bon Jovi","Slippery When Wet","spotify:track:37ZJ0p5Jm13JPevGcx4SkF","null","null","null","2023-06-18","",""
"","","Free Fallin'","Tom Petty","Full Moon Fever","spotify:track:5tVA6TkbaAH9QMITTQRrNv","null","null","null","2023-06-18","",""
"","","We're Not Gonna Take It","Twisted Sister","Rhino Hi-Five: Twisted Sister","spotify:track:5RHG4SQ6iJ1qQJmt3EFJCX","null","null","null","2023-06-18","",""
"","","Don't You (Forget About Me)","Simple Minds","Once Upon A Time","spotify:track:4aWn4NHlELpOehxsBaQeoe","null","null","null","2023-06-18","",""
"","","Hit Me With Your Best Shot","Pat Benatar","Crimes Of Passion","spotify:track:0vOkmmJEtjuFZDzrQSFzEE","null","null","null","2023-06-18","",""
"","","The Final Countdown","Europe","The Final Countdown (Expanded Edition)","spotify:track:3MrRksHupTVEQ7YbA0FsZK","null","null","null","2023-06-18","",""
"","","I Was Made For Lovin' You","KISS","Dynasty","spotify:track:2ZSCy3P1QzpJySCWA6NRIU","null","null","null","2023-06-18","",""
"","","Sweet Dreams (Are Made of This) - 2005 Remaster","Eurythmics","Sweet Dreams (Are Made Of This)","spotify:track:1TfqLAPs4K3s2rJMoCokcS","null","null","null","2023-06-18","",""
"","","Africa","TOTO","Toto IV","spotify:track:2374M0fQpWi3dLnB54qaLX","null","null","null","2023-06-18","",""
"","","Like a Prayer","Madonna","Celebration","spotify:track:1z3ugFmUKoCzGsI6jdY4Ci","null","null","null","2023-06-18","",""
"","","Centerfold","The J. Geils Band","Freeze Frame","spotify:track:1ynmMEK1fkyiZ6Z6F3ThEt","null","null","null","2023-06-18","",""
"","","Fantasy","Mariah Carey","Daydream","spotify:track:6xkryXuiZU360Lngd4sx13","null","null","null","2023-06-18","",""
"","","Still D.R.E.","Dr. Dre","2001","spotify:track:503OTo2dSqe7qk76rgsbep","null","null","null","2023-06-18","",""
"","","I Want It That Way","Backstreet Boys","The Hits--Chapter One","spotify:track:6e40mgJiCid5HRAGrbpGA6","null","null","null","2023-06-18","",""
"","","No Scrubs","TLC","Fanmail","spotify:track:1KGi9sZVMeszgZOWivFpxs","null","null","null","2023-06-18","",""
"","","All Star","Smash Mouth","Astro Lounge","spotify:track:3cfOd4CMv2snFaKAnMdnvK","null","null","null","2023-06-18","",""
"","","Genie In a Bottle","Christina Aguilera","Christina Aguilera (Expanded Edition)","spotify:track:11mwFrKvLXCbcVGNxffGyP","null","null","null","2023-06-18","",""
"","","The Sign","Ace of Base","The Sign","spotify:track:0hrBpAOgrt8RXigk83LLNE","null","null","null","2023-06-18","",""
"","","Killing Me Softly With His Song","Fugees","The Score","spotify:track:0Q0IVlqMV64kNLlwjPj0Hl","null","null","null","2023-06-18","",""
"","","Tubthumping","Chumbawamba","Tubthumper","spotify:track:22HYEJveCvykVDHDiEEmjZ","null","null","null","2023-06-18","",""
"","","Smells Like Teen Spirit","Nirvana","Nevermind","spotify:track:5ghIJDpPoe3CfHMGu71E6T","null","null","null","2023-06-18","",""
"","","My Own Worst Enemy","Lit","A Place In The Sun","spotify:track:33iv3wnGMrrDugd7GBso1z","null","null","null","2023-06-18","",""
"","","Life Is A Highway","Tom Cochrane","Mad Mad World","spotify:track:0hKF8N8aflF1uDzEEnPr2j","null","null","null","2023-06-18","",""
"","","I Like To Move It (feat. The Mad Stuntman) - Erick ""More"" Album Mix","Reel 2 Real","Move It!","spotify:track:6dHTkQYY3zdR9i9Nj0IGVW","null","null","null","2023-06-18","",""
"","","How to Save a Life","The Fray","How To Save A Life","spotify:track:5fVZC9GiM4e8vu99W0Xf6J","null","null","null","2023-06-18","",""
"","","Summer Of '69","Bryan Adams","Reckless","spotify:track:0GONea6G2XdnHWjNZd6zt3","null","null","null","2023-06-18","",""
"","","We Built This City","Starship","Knee Deep In The Hoopla","spotify:track:6OnfBiiSc9RGKiBKKtZXgQ","null","null","null","2023-06-18","",""
"","","Come On Eileen","Dexys Midnight Runners","Too Rye Ay","spotify:track:3MrWxJaD2AT0W9DjWF64Vm","null","null","null","2023-06-18","",""
"","","What I Like About You","The Romantics","The Romantics","spotify:track:4ebcE2SmkG7nplvzFAWRu7","null","null","null","2023-06-18","",""
"","","Heaven Is A Place On Earth - Promo 7"" Edit","Belinda Carlisle","Heaven On Earth","spotify:track:3EvpaRZkKWxsgDIO2zMH7g","null","null","null","2023-06-18","",""
"","","I'll Be There for You - Theme From ""Friends""","The Rembrandts","L.P.","spotify:track:15tHagkk8z306XkyOHqiip","null","null","null","2023-06-18","",""
"","","All Summer Long","Kid Rock","Rock n Roll Jesus","spotify:track:5rX6C5QVvvZB7XckETNych","null","null","null","2023-06-18","",""
"","","Born in the U.S.A.","Bruce Springsteen","Born In The U.S.A.","spotify:track:0dOg1ySSI7NkpAe89Zo0b9","null","null","null","2023-06-18","",""
"","","Y.M.C.A.","Village People","Cruisin'","spotify:track:4YOJFyjqh8eAcbKFfv88mV","null","null","null","2023-06-18","",""
"","","More Than a Feeling","Boston","Boston","spotify:track:1QEEqeFIZktqIpPI4jSVSF","null","null","null","2023-06-18","",""
"","","99 Luftballons","Nena","Nena","spotify:track:4ZhPLoMzZwewHLLjV1J15c","null","null","null","2023-06-18","",""
"","","Brown Eyed Girl","Van Morrison","Blowin' Your Mind!","spotify:track:3yrSvpt2l1xhsV9Em88Pul","null","null","null","2023-06-18","",""
"","","Escape (The Pina Colada Song)","Rupert Holmes","Partners In Crime","spotify:track:5IMtdHjJ1OtkxbGe4zfUxQ","null","null","null","2023-06-18","",""
"","","Tainted Love","Soft Cell","Non-Stop Erotic Cabaret","spotify:track:0cGG2EouYCEEC3xfa0tDFV","null","null","null","2023-06-18","",""
"","","Dancing Queen","ABBA","Arrival","spotify:track:0GjEhVFGZW8afUYGChu3Rr","null","null","null","2023-06-18","",""
"","","Two Princes","Spin Doctors","Pocket Full Of Kryptonite (Anniversary Edition)","spotify:track:0cuq829zRNq4AEdmDJA4aw","null","null","null","2023-06-18","",""
"","","Hey Ya!","Outkast","Speakerboxxx/The Love Below","spotify:track:2PpruBYCo4H7WOBJ7Q2EwM","null","null","null","2023-06-18","",""
"","","The Boys Are Back In Town","Thin Lizzy","Jailbreak","spotify:track:43DeSV93pJPT4lCZaWZ6b1","null","null","null","2023-06-18","",""
"","","Pour Some Sugar On Me - Remastered 2017","Def Leppard","Hysteria","spotify:track:0PdM2a6oIjqepoEfcJo0RO","null","null","null","2023-06-18","",""
"","","Your Love","The Outfield","Play Deep","spotify:track:0WoFs3EdGOx58yX5BtXvOa","null","null","null","2023-07-06","",""
"","","September","Earth, Wind & Fire","September (sped up + slowed)","spotify:track:3kXoKlD84c6OmIcOLfrfEs","null","null","null","2023-07-06","",""
"","","Roxanne","The Police","Outlandos D'Amour","spotify:track:3EYOJ48Et32uATr9ZmLnAo","null","null","null","2023-07-06","",""
"","","Mr. Jones","Counting Crows","August And Everything After","spotify:track:5DiXcVovI0FcY2s0icWWUu","null","null","null","2023-07-06","",""
"Pregame","2023-03-20","Love Sosa","Chief Keef","Finally Rich","spotify:track:01Lr5YepbgjXAWR9iOEyH1","null","null","null","2023-03-20","null","0"
"","","Hate Bein' Sober","Chief Keef","Finally Rich","spotify:track:2oHM9KAdFdFvDCaE4V6RST","null","null","null","2023-03-20","",""
"","","Dreams and Nightmares","Meek Mill","Dreams and Nightmares","spotify:track:42zd6DYQ4o4SECmTITrM1U","null","null","null","2023-03-20","",""
"","","No Hands (feat. Roscoe Dash & Wale)","Waka Flocka Flame","Flockaveli","spotify:track:03tqyYWC9Um2ZqU0ZN849H","null","null","null","2023-03-20","",""
"","","Ni**as In Paris","JAY-Z","Watch The Throne","spotify:track:4Li2WHPkuyCdtmokzW2007","null","null","null","2023-03-20","",""
"","","Come Get Her","Rae Sremmurd","SremmLife","spotify:track:1Ser4X0TKttOvo8bgdytTP","null","null","null","2023-03-20","",""
"","","679 (feat. Remy Boyz)","Fetty Wap","679 (feat. Remy Boyz)","spotify:track:5NQbUaeTEOGdD6hHcre0dZ","null","null","null","2023-03-20","",""
"","","Cashin' Out","Ca$h Out","Cashin' Out","spotify:track:1POAx4NMLOBPVKZUSsBh92","null","null","null","2023-03-20","",""
"","","Delirious","Vistoso Bosses","Delirious","spotify:track:0nH3kN1WXrbxZSptazFX1r","null","null","null","2023-03-20","",""
"","","BedRock","Young Money","We Are Young Money","spotify:track:3iL2l5gUqyPS6vDwJFgJTR","null","null","null","2023-03-20","",""
"","","You Make Me Feel... (feat. Sabi)","Cobra Starship","Night Shades","spotify:track:16Of7eeW44kt0a1M0nitHM","null","null","null","2023-03-20","",""
"","","Like A G6","Far East Movement","Free Wired","spotify:track:5AyL2kgLtTWEu3qO3B9SqK","null","null","null","2023-03-20","",""
"","","Give Me Everything (feat. Nayer)","Pitbull","Planet Pit (Deluxe Version)","spotify:track:4QNpBfC0zvjKqPJcyqBy9W","null","null","null","2023-03-20","",""
"","","The Way I Are","Timbaland","Shock Value","spotify:track:2bLqfJjuC5syrsgDsZfGmn","null","null","null","2023-03-20","",""
"","","Deep End - SIDEPIECE Remix","John Summit","Deep End","spotify:track:7JdiXX87BugXUDhQ89GEc8","null","null","null","2023-03-20","",""
"","","Yeah! (feat. Lil Jon & Ludacris)","USHER","Confessions (Expanded Edition)","spotify:track:5rb9QrpfcKFHM1EUbSIurX","null","null","null","2023-03-20","",""
"","","TECHNO + TEQUILA (feat. Morgan Harvill)","Disco Lines","TECHNO + TEQUILA (feat. Morgan Harvill)","spotify:track:1Tk7GuYDspyvq16jy2Tpwl","null","null","null","2023-03-20","",""
"","","6 Foot 7 Foot","Lil Wayne","Tha Carter IV","spotify:track:0z5ZPs57J2KERwM1tBM2GF","null","null","null","2023-03-20","",""
"","","too easy","Gunna","too easy","spotify:track:4eL3XeuGaEoVT8ttDh3hwY","null","null","null","2023-03-20","",""
"","","Wasted","Tiësto","A Town Called Paradise","spotify:track:7m3povhdMDLZwuEKak0l0n","null","null","null","2023-03-20","",""
"","","Promiscuous","Nelly Furtado","The Best of Nelly Furtado","spotify:track:3SwlakM6VX47IwG0Wll5ek","null","null","null","2023-03-20","",""
"","","Disturbia","Rihanna","Good Girl Gone Bad: Reloaded","spotify:track:2VOomzT6VavJOGBeySqaMc","null","null","null","2023-03-20","",""
"","","Father Stretch My Hands Pt. 1","Kanye West","The Life Of Pablo","spotify:track:4KW1lqgSr8TKrvBII0Brf8","null","null","null","2023-03-20","",""
"","","What's My Name?","Rihanna","Loud","spotify:track:5xZtUAVUVfjBtVtMOgMkyy","null","null","null","2023-03-20","",""
"","","Needed Me","Rihanna","ANTI","spotify:track:1Tt4sE4pXi57mTD1GCzsqm","null","null","null","2023-03-20","",""
"","","F**kin' Problems (feat. Drake, 2 Chainz & Kendrick Lamar)","A$AP Rocky","LONG.LIVE.A$AP (Deluxe Version)","spotify:track:4XoP1AkbOurU9CeZ2rMEz2","null","null","null","2023-03-20","",""
"","","Ridin' Solo","Jason Derulo","Jason Derulo","spotify:track:7ksYJ95P5vP87A0GH34CIk","null","null","null","2023-03-20","",""
"","","Hips Don't Lie (feat. Wyclef Jean)","Shakira","Oral Fixation, Vol. 2 (Expanded Edition)","spotify:track:3ZFTkvIE7kyPt6Nu3PEa7V","null","null","null","2023-03-20","",""
"","","Bottoms Up (feat. Nicki Minaj)","Trey Songz","Passion, Pain & Pleasure","spotify:track:2IpGdrWvIZipmaxo1YRxw5","null","null","null","2023-03-20","",""
"","","DJ Got Us Fallin' In Love (feat. Pitbull)","USHER","DJ Got Us Fallin' In Love (feat. Pitbull)","spotify:track:5tXyNhNcsnn7HbcABntOSf","null","null","null","2023-03-20","",""
"","","Hotel Room Service","Pitbull","Pitbull Starring In Rebelution","spotify:track:6Rb0ptOEjBjPPQUlQtQGbL","null","null","null","2023-03-20","",""
"","","Where Them Girls At (feat. Nicki Minaj & Flo Rida)","David Guetta","Nothing but the Beat","spotify:track:3djPwpsQAnp8B8gC81e7fk","null","null","null","2023-03-20","",""
"","","Starships","Nicki Minaj","Pink Friday: Roman Reloaded The Re-Up","spotify:track:2EBCVPNAG46nbgs6jXPGvv","null","null","null","2023-03-20","",""
"","","We R Who We R","Kesha","Cannibal","spotify:track:0Ji2g9AlYLVHAMG5PJoHPU","null","null","null","2023-03-20","",""
"","","Kids","MGMT","Oracular Spectacular","spotify:track:1jJci4qxiYcOHhQR247rEU","null","null","null","2023-03-20","",""
"","","This Is What You Came For","Calvin Harris","This Is What You Came For","spotify:track:0azC730Exh71aQlOt9Zj3y","null","null","null","2023-03-20","",""
"","","Pursuit Of Happiness - Extended Steve Aoki Remix","Kid Cudi","Pursuit Of Happiness","spotify:track:5PX4uS1LqlWEPL69phPVQQ","null","null","null","2023-03-20","",""
"","","In Ha Mood","Ice Spice","In Ha Mood","spotify:track:0yUaLqhsVsguBpoOPL4cO7","null","null","null","2023-03-20","",""
"","","Mask Off","Future","FUTURE","spotify:track:0VgkVdmE4gld66l8iyGjgx","null","null","null","2023-03-20","",""
"Rap","2024-08-31","Met Gala (feat. Offset)","Gucci Mane","Droptopwop","spotify:track:2XaInsPPUkZRkY4uFJ3AHK","null","null","null","2023-03-20","null","0"
"","","Spiral","21 Savage","Spiral: From The Book of Saw Soundtrack","spotify:track:5YaMZfnTGCk6Ze3AxEcoaY","null","null","null","2023-03-20","",""
"","","Low Down","Lil Baby","My Turn","spotify:track:5m0yZ33oOy0yYBtdTXuxQe","null","null","null","2023-03-20","",""
"","","Super Gremlin","Kodak Black","Back For Everything","spotify:track:1Y5Jvi3eLi4Chwqch9GMem","null","null","null","2023-03-20","",""
"","","The Box","Roddy Ricch","Please Excuse Me for Being Antisocial","spotify:track:0nbXyq5TXYPCO7pr3N8S4I","null","null","null","2023-03-20","",""
"","","Dreams and Nightmares","Meek Mill","Dreams and Nightmares","spotify:track:42zd6DYQ4o4SECmTITrM1U","null","null","null","2023-03-20","",""
"","","Spiral","21 Savage","Spiral","spotify:track:2YMCSqTmBTtcYA8dyUCvbT","null","null","null","2023-03-20","",""
"","","Major Distribution","Drake","Her Loss","spotify:track:46s57QULU02Voy0Kup6UEb","null","null","null","2023-03-20","",""
"","","More M’s","Drake","Her Loss","spotify:track:29YW2xXlo6Pc6M0SBTCXYN","null","null","null","2023-03-20","",""
"","","out for the night - part 2","21 Savage","i am > i was","spotify:track:4B8vU5oDXVxO5OkLAI4aLx","null","null","null","2023-03-20","",""
"","","BETRAYED","21 Savage","Gully","spotify:track:5sxq1iFhvcqSbS86Cws8aj","null","null","null","2023-03-20","",""
"","","I Get the Bag (feat. Migos)","Gucci Mane","Mr. Davis","spotify:track:1XRgIKC5TPwo7nWGyKqgG0","null","null","null","2023-03-20","",""
"","","Nightcrawler (feat. Swae Lee & Chief Keef)","Travis Scott","Rodeo","spotify:track:3xby7fOyqmeON8jsnom0AT","null","null","null","2023-03-20","",""
"","","3500 (feat. Future & 2 Chainz)","Travis Scott","Rodeo","spotify:track:1SGt65i9AnXYdDQt1AtDRH","null","null","null","2023-03-20","",""
"","","Digits","Young Thug","Slime Season 3","spotify:track:4cg1yakyRSIOjxKM2I7J1q","null","null","null","2023-03-20","",""
"","","Back To Back","Drake","Back To Back","spotify:track:5lFDtgWsjRJu8fPOAyJIAK","null","null","null","2023-03-20","",""
"","","Money Conversations","A Boogie Wit da Hoodie","Me vs. Myself","spotify:track:6ZGJxCrdcILAro3kM3wvRA","null","null","null","2023-03-20","",""
"","","can't leave without it","21 Savage","i am > i was","spotify:track:1nbYiPgDJ4T3t46Is5Zc26","null","null","null","2023-03-20","",""
"","","Umbrella (with 21 Savage & Young Nudy)","Metro Boomin","HEROES & VILLAINS","spotify:track:31De8hk4QgDsbS26w06h21","null","null","null","2023-03-20","",""
"","","25k jacket (feat. Lil Baby)","Gunna","DS4EVER","spotify:track:6tsVFchreYTt2OPXSOoFCX","null","null","null","2023-03-20","",""
"","","Energy","Drake","If You're Reading This It's Too Late","spotify:track:79XrkTOfV1AqySNjVlygpW","null","null","null","2023-03-20","",""
"","","Backseat Freestyle","Kendrick Lamar","good kid, m.A.A.d city","spotify:track:3aGibUHhQyBsyumYHylw0K","null","null","null","2023-03-20","",""
"","","Tip Toe (feat. A Boogie Wit da Hoodie)","Roddy Ricch","Please Excuse Me for Being Antisocial","spotify:track:6ztvsy3C6hPjVg9j4x1XKJ","null","null","null","2023-03-20","",""
"","","Sum 2 Prove","Lil Baby","Sum 2 Prove","spotify:track:2u3EyuCqqV31woqGvO9LBz","null","null","null","2023-03-20","",""
"","","RAPSTAR","Polo G","Hall of Fame","spotify:track:18vXApRmJSgQ6wG2ll9AOg","null","null","null","2023-03-20","",""
"","","P power (feat. Drake)","Gunna","DS4EVER","spotify:track:0lEjxUUlKqjqXrVlIHFduD","null","null","null","2023-03-20","",""
"","","Trophies","Young Money","Rise Of An Empire","spotify:track:6HfOzLLjsaXsehIFEsrxTk","null","null","null","2023-03-20","",""
"","","No Role Modelz","J. Cole","2014 Forest Hills Drive","spotify:track:68Dni7IE4VyPkTOH9mRWHr","null","null","null","2023-03-20","",""
"","","Rap Saved Me (feat. Quavo)","21 Savage","Without Warning","spotify:track:0tdCy39PgWN8LFWu34ORn3","null","null","null","2023-03-20","",""
"","","Dubai Shit","Huncho Jack","Huncho Jack, Jack Huncho","spotify:track:6urLjX35oXXRYtcH1b3dCh","null","null","null","2023-03-20","",""
"","","Look Back at It","A Boogie Wit da Hoodie","Hoodie SZN","spotify:track:3Ol2xnObFdKV9pmRD2t9x8","null","null","null","2023-03-20","",""
"","","Stir Fry","Migos","Culture II","spotify:track:2UVbBKQOdFAekPTRsnkzcf","null","null","null","2023-03-20","",""
"","","Walk It Talk It","Migos","Culture II","spotify:track:6n4U3TlzUGhdSFbUUhTvLP","null","null","null","2023-03-20","",""
"","","Immortal","21 Savage","Immortal","spotify:track:4IO8X9W69dIQe0EC5ALXhq","null","null","null","2023-03-20","",""
"","","Glock In My Lap","21 Savage","SAVAGE MODE II","spotify:track:6pcywuOeGGWeOQzdUyti6k","null","null","null","2023-03-20","",""
"","","Silly Watch","Lil Uzi Vert","Eternal Atake","spotify:track:5egD7A5x9AHdVO2fMo3Wbo","null","null","null","2023-03-20","",""
"","","21","Polo G","THE GOAT","spotify:track:3JKgcAa7r07ocVWcV8bS0H","null","null","null","2023-03-20","",""
"","","Mob Ties","Drake","Scorpion","spotify:track:7rC5Pl8rQSX4myONQHYPBK","null","null","null","2023-03-20","",""
"","","Sticky","Drake","Honestly, Nevermind","spotify:track:4rmVZajAF7PkrCagGPHbqa","null","null","null","2023-03-20","",""
"","","BackOutsideBoyz","Drake","Her Loss","spotify:track:0wshkEEcJUQU33RSRBb5dv","null","null","null","2023-03-20","",""
"","","Jimmy Cooks (feat. 21 Savage)","Drake","Honestly, Nevermind","spotify:track:3F5CgOj3wFlRv51JsHbxhe","null","null","null","2023-03-20","",""
"","","Over The Top (feat. Drake)","Smiley","Buy or Bye 2","spotify:track:3skWb4hadA0lTaowADujyY","null","null","null","2023-03-20","",""
"","","EVERY CHANCE I GET (feat. Lil Baby & Lil Durk)","DJ Khaled","KHALED KHALED","spotify:track:1EJIcDYXwSqipW5dFe4uJz","null","null","null","2023-03-20","",""
"","","Solid (feat. Drake)","Young Stoner Life","Slime Language 2","spotify:track:6rTInqW3YECMkQsBEHw4sd","null","null","null","2023-03-20","",""
"","","p r i d e . i s . t h e . d e v i l (with Lil Baby)","J. Cole","The Off-Season","spotify:track:5W8jRrZ6tWrTrqnKRtIQBf","null","null","null","2023-03-20","",""
"","","Knife Talk (with 21 Savage ft. Project Pat)","Drake","Certified Lover Boy","spotify:track:2BcMwX1MPV6ZHP4tUT9uq6","null","null","null","2023-03-20","",""
"","","Wants and Needs (feat. Lil Baby)","Drake","Scary Hours 2","spotify:track:65OVbaJR5O1RmwOQx0875b","null","null","null","2023-03-20","",""
"","","Ric Flair Drip (with Metro Boomin)","Offset","Without Warning","spotify:track:7sO5G9EABYOXQKNPNiE9NR","null","null","null","2023-03-20","",""
"","","Bubbly (with Drake & Travis Scott)","Young Thug","Punk","spotify:track:4KDNRh9Oor80z3XIxdWlui","null","null","null","2023-03-20","",""
"","","MIDDLE CHILD","J. Cole","MIDDLE CHILD","spotify:track:2JvzF1RMd7lE3KmFlsyZD8","null","null","null","2023-03-20","",""
"","","Going Bad (feat. Drake)","Meek Mill","Championships","spotify:track:2IRZnDFmlqMuOrYOLnZZyc","null","null","null","2023-03-20","",""
"","","SICKO MODE","Travis Scott","ASTROWORLD","spotify:track:2xLMifQCjDGFmkHkpNLD9h","null","null","null","2023-03-20","",""
"","","Runnin","21 Savage","SAVAGE MODE II","spotify:track:5SWnsxjhdcEDc7LJjq9UHk","null","null","null","2023-06-18","",""
"","","Pure Cocaine","Lil Baby","Street Gossip","spotify:track:577YBGuskWkVDCxZrLRB4v","null","null","null","2023-06-18","",""
"","","10 Freaky Girls (with 21 Savage)","Metro Boomin","NOT ALL HEROES WEAR CAPES","spotify:track:0AluA5RNsa4Cx6XRhf2hWZ","null","null","null","2023-06-18","",""
"","","Superhero (Heroes & Villains) [with Future & Chris Brown]","Metro Boomin","HEROES & VILLAINS","spotify:track:0vjeOZ3Ft5jvAi9SBFJm1j","null","null","null","2023-06-18","",""
"","","3 Headed Goat (feat. Lil Baby & Polo G)","Lil Durk","Just Cause Y'all Waited 2","spotify:track:6Tguhaf2uAe6OjRLsR2Tql","null","null","null","2023-06-18","",""
"","","On BS","Drake","Her Loss","spotify:track:34tz0eDhGuFErIuW3q4mPX","null","null","null","2023-06-18","",""
"","","No Friends In The Industry","Drake","Certified Lover Boy","spotify:track:2tUL6dZf1mywCj5WvCPZw6","null","null","null","2023-06-18","",""
"","","Need It (feat. YoungBoy Never Broke Again)","Migos","Culture III","spotify:track:1cMMVJ4FDqhCci9efd1BU6","null","null","null","2023-06-18","",""
"","","Can’t Take A Joke","Drake","Scorpion","spotify:track:1dUHF4RyMmMTveJ0Rby6Xm","null","null","null","2023-06-18","",""
"","","NO BYSTANDERS","Travis Scott","ASTROWORLD","spotify:track:6OaVWaGfhXn70ZJfdVcabn","null","null","null","2023-06-18","",""
"","","a lot","21 Savage","i am > i was","spotify:track:2t8yVaLvJ0RenpXUIAC52d","null","null","null","2023-06-18","",""
"","","Ghostface Killers (feat. Travis Scott)","21 Savage","Without Warning","spotify:track:5u6vkDnOyaf8LsteDAj2ub","null","null","null","2023-06-18","",""
"","","Don't Come Out The House (with 21 Savage)","Metro Boomin","NOT ALL HEROES WEAR CAPES","spotify:track:2Grb4G6t9VIqo6moKUloom","null","null","null","2023-06-18","",""
"","","Drankin N Smokin","Future","Pluto x Baby Pluto","spotify:track:0k7wmahjkn389wAZdz19Cv","null","null","null","2023-06-18","",""
"","","Sold Out Dates (feat. Lil Baby)","Gunna","Sold Out Dates (feat. Lil Baby)","spotify:track:55WLWX71YkHt2tSucNIf1g","null","null","null","2023-06-18","",""
"","","5% TINT","Travis Scott","ASTROWORLD","spotify:track:11kDth1aKUEUMq9r1pqyds","null","null","null","2023-06-18","",""
"","","Shoota (feat. Lil Uzi Vert)","Playboi Carti","Die Lit","spotify:track:2BJSMvOGABRxokHKB0OI8i","null","null","null","2023-07-12","",""
"My Playlist #3","2023-03-01","","","","","","","","","null","0"
"Valentine","2023-02-09","Heyy","Lil Baby","It's Only Me","spotify:track:6qzBOV7lg2pnYm1tIvjxo3","null","null","null","2023-02-09","null","1"
"","","You're Beautiful","James Blunt","Back to Bedlam","spotify:track:0vg4WnUWvze6pBOJDTq99k","null","null","null","2023-02-09","",""
"","","I Love","Joyner Lucas","I Love","spotify:track:30z4LVkScpeNhwHFIB8Ewa","null","null","null","2023-02-09","",""
"","","So Much","Cavetown","16 / 04 / 16","spotify:track:2FuTwiSsa94w2h5wBTcmzf","null","null","null","2023-02-09","",""
"","","You Mean The World To Me","Nas","The Lost Tapes 2","spotify:track:4OTh0IWxSN1lLwhg8VPJim","null","null","null","2023-02-09","",""
"","","Sooo","Luude","Sooo","spotify:track:27akGXUExOFsMHGfRkUA62","null","null","null","2023-02-09","",""
"","","I Was Wondering","Kaiti Jones","Tossed","spotify:track:0uoPEQD4h4woljT5KVGl6x","null","null","null","2023-02-09","",""
"","","Do You...","Miguel","Kaleidoscope Dream","spotify:track:4THgRPmLvhNmM9Lzj8qrvH","null","null","null","2023-02-09","",""
"","","Want To","Dua Lipa","Want To","spotify:track:5fK0Q3j2iUcQtiRDXlPW0K","null","null","null","2023-02-09","",""
"","","Be My Valentine","Lani Love","Be My Valentine","spotify:track:4cIl3DXJtypmSEJ0RVCNeY","null","null","null","2023-02-09","",""
"","","Yes Indeed","Lil Baby","Harder Than Ever","spotify:track:6vN77lE9LK6HP2DewaN6HZ","null","null","null","2023-02-09","",""
"","","Fuck Me","Vernon Jane","Fuck Me","spotify:track:1u8lE1YTkgQrXnMpPpVUC6","null","null","null","2023-02-09","",""
"","","Tonight (I'm Fuckin' You)","Enrique Iglesias","Tonight (I'm Fuckin' You)","spotify:track:3rDFqo8yv93PtTmdOYOPzX","null","null","null","2023-02-09","",""
"bangerzzzzzzz","2023-04-19","XO Tour Llif3","Lil Uzi Vert","Luv Is Rage 2","spotify:track:7GX5flRQZVHRAGd6B4TmDO","null","null","null","2017-09-17","null","1"
"","","T-Shirt","Migos","Culture","spotify:track:7KOlJ92bu51cltsD9KU5I7","null","null","null","2017-09-17","",""
"","","HUMBLE.","Kendrick Lamar","DAMN.","spotify:track:7KXjTSCq5nL1LoYtL7XAwS","null","null","null","2017-09-17","",""
"","","Slippery (feat. Gucci Mane)","Migos","Culture","spotify:track:6p8NuHm8uCGnn2Dtbtf7zE","null","null","null","2017-09-17","",""
"","","Congratulations","Post Malone","Stoney","spotify:track:3a1lNhkSLSkpJE4MSHpDu9","null","null","null","2017-09-17","",""
"","","Gyalchester","Drake","More Life","spotify:track:6UjfByV1lDLW0SOVQA4NAi","null","null","null","2017-09-17","",""
"","","DNA.","Kendrick Lamar","DAMN.","spotify:track:6HZILIRieu8S0iqY8kIKhj","null","null","null","2017-09-17","",""
"","","goosebumps","Travis Scott","Birds In The Trap Sing McKnight","spotify:track:6gBFPUFcJLzWGx4lenP6h2","null","null","null","2017-09-17","",""
