"name","lastModifiedDate","items__track__trackName","items__track__artistName","items__track__albumName","items__track__trackUri","items__episode","items__audiobook","items__localTrack","items__addedDate","description","numberOfFollowers"
"","","ROXANNE","Arizona Zervas","ROXANNE","spotify:track:696DnlkuDOXcMAnKlTgXXK","null","null","null","2019-11-21","",""
"","","Lonely Nights","Kevin LaSean","Lonely Nights","spotify:track:7MsgnWNK3Oash32U2sLl3A","null","null","null","2019-12-03","",""
"","","Life Is Good (feat. Drake)","Future","Life Is Good (feat. Drake)","spotify:track:5yY9lUy8nbvjM1Uyo1Uqoc","null","null","null","2020-01-25","",""
"","","Family Mart","Kevin LaSean","Family Mart","spotify:track:5xLrRJsz5s0iyxHPuj0wHh","null","null","null","2020-01-31","",""
"","","PTSD","G Herbo","PTSD","spotify:track:3jT2LKH0RSbQ8jIUNFzXm5","null","null","null","2020-02-29","",""
"","","Blinding Lights","The Weeknd","Blinding Lights","spotify:track:0sf12qNH5qcw8qpgymFOqD","null","null","null","2020-03-09","",""
"","","Cuando Nadie Ve","Morat","Balas Perdidas","spotify:track:71iAechwVKGu26pahzFL0k","null","null","null","2020-03-12","",""
"","","Hardest To Love","The Weeknd","After Hours","spotify:track:6kWxIqQDsKFYCJGbU4AjCX","null","null","null","2020-03-20","",""
"","","In Your Eyes","The Weeknd","After Hours","spotify:track:7szuecWAPwGoV1e5vGu8tl","null","null","null","2020-03-20","",""
"","","Heartless","The Weeknd","After Hours","spotify:track:6bnF93Rx87YqUBLSgjiMU8","null","null","null","2020-03-22","",""
"","","Pray For Real","Peter CottonTale","Pray For Real","spotify:track:4Fxj9uYJpQKasPlevk0CK0","null","null","null","2020-04-30","",""
"","","Racks","Kevin LaSean","Racks","spotify:track:7EHaPlI7VYf7NXYXN7gA5i","null","null","null","2020-04-30","",""
"","","In Your Eyes (with Doja Cat) - Remix","The Weeknd","In Your Eyes","spotify:track:0UnTaVkntyh3vqvLEvbpQx","null","null","null","2020-05-21","",""
"","","MOVIN' DIFFERENT (feat. McClenney)","Wale","The Imperfect Storm","spotify:track:4KyCV8JfbknCNM9MqiuKMv","null","null","null","2020-06-19","",""
"","","Righteous","Juice WRLD","Legends Never Die","spotify:track:615vw74T1NebV8pKoutm2J","null","null","null","2020-07-10","",""
"","","Futurama","re4se","Hawaii Time","spotify:track:27ADZacNcvRJ9TK0rMS611","null","null","null","2020-07-12","",""
"","","Wishing Well","Juice WRLD","Legends Never Die","spotify:track:6o3QUC5oAE4g6WxRIFcZtb","null","null","null","2020-07-13","",""
"","","Politics & Violence","Dominic Fike","Politics & Violence","spotify:track:4oS0jmMzKWHhOzp3BOTfJg","null","null","null","2020-07-13","",""
"","","Perfect","Logic","No Pressure","spotify:track:5jbDih9bLGmI8ycUKkN5XA","null","null","null","2020-07-24","",""
"","","POPSTAR (feat. Drake)","DJ Khaled","POPSTAR (feat. Drake)","spotify:track:6EDO9iiTtwNv6waLwa1UUq","null","null","null","2020-07-24","",""
"","","TELL ME WHY","The Kid LAROI","TELL ME WHY","spotify:track:27BBfeJZBFlZ60Sgx7iOgL","null","null","null","2020-07-24","",""
"","","Come & Go (with Marshmello)","Juice WRLD","Legends Never Die","spotify:track:7y7w4tl4MaRC2UMEj1mPtr","null","null","null","2020-07-24","",""
"","","Starboy","The Weeknd","Starboy","spotify:track:7MXVkk9YMctZqd1Srtv4MB","null","null","null","2020-08-11","",""
"","","Glorious (feat. Skylar Grey)","Macklemore","GEMINI","spotify:track:0CokSRCu5hZgPxcZBaEzVE","null","null","null","2020-08-11","",""
"","","Be Like That - feat. Swae Lee & Khalid","Kane Brown","Be Like That","spotify:track:5f1joOtoMeyppIcJGZQvqJ","null","null","null","2020-08-14","",""
"","","Get Off My Block (feat. Captainsparklez)","Tryhardninja","In Real Life","spotify:track:4amq3IslrnB63CFlaY9bAr","null","null","null","2020-08-24","",""
"","","Over Now (with The Weeknd)","Calvin Harris","Over Now (with The Weeknd)","spotify:track:58AGoOGbwsQMhBbH0eFLRR","null","null","null","2020-09-02","",""
"","","Save Your Tears","The Weeknd","After Hours","spotify:track:1EyceZltY7ovR0tNa5D8jR","null","null","null","2020-09-15","",""
"","","Smile (with The Weeknd)","Juice WRLD","Legends Never Die","spotify:track:6wQlQrTY5mVS8EGaFZVwVF","null","null","null","2020-09-17","",""
"","","Die For You","The Weeknd","Starboy","spotify:track:2Ch7LmS7r2Gy2kc64wv3Bz","null","null","null","2020-10-13","",""
"","","All That (feat. Channel Tres)","Emotional Oranges","All That (feat. Channel Tres)","spotify:track:1rDRBVSqKgs3K9HiX5OTrL","null","null","null","2020-10-30","",""
"","","Sidewalks","The Weeknd","Starboy","spotify:track:4h90qkbnW1Qq6pBhoPvwko","null","null","null","2020-11-06","",""
"","","I'm Ready","Jaden","Marvel’s Spider-Man: Miles Morales","spotify:track:4kTliHBy7w2SOMtm8qMmOW","null","null","null","2020-11-10","",""
"","","Where We Come From","Lecrae","Marvel’s Spider-Man: Miles Morales","spotify:track:5ItR5nfSiCjiJr9DFKDdym","null","null","null","2020-11-16","",""
"","","Good Days","SZA","Good Days","spotify:track:3YJJjQPAbDT7mGpX3WtQ9A","null","null","null","2021-01-28","",""
"","","House Of Balloons / Glass Table Girls","The Weeknd","Trilogy","spotify:track:50iiDJGpAPdr2VTrz999XA","null","null","null","2021-02-08","",""
"","","I Feel It Coming","The Weeknd","Starboy","spotify:track:3dhjNA0jGA8vHBQ1VdD6vV","null","null","null","2021-02-09","",""
"","","Life's A Mess II (with Clever & Post Malone)","Juice WRLD","Life’s A Mess II (with Clever & Post Malone)","spotify:track:4O3RwH1TFG1EjPezLIYehI","null","null","null","2021-03-05","",""
"","","Body & Soul (feat. Biig Piig)","Emotional Oranges","Body & Soul (feat. Biig Piig)","spotify:track:7IE6uE2NqL9SI5gOSeNi3r","null","null","null","2021-03-05","",""
"","","Leave The Door Open","Bruno Mars","Leave The Door Open","spotify:track:7MAibcTli4IisCtbHKrGMh","null","null","null","2021-03-15","",""
"","","OCD (with Dwn2earth)","Logic","OCD (with Dwn2earth)","spotify:track:5AebNkVaY2zcdNFCqPBIV7","null","null","null","2021-03-18","",""
"","","HOLIDAY","Lil Nas X","HOLIDAY","spotify:track:6zFMeegAMYQo0mt8rXtrli","null","null","null","2021-04-14","",""
"","","Save Your Tears (with Ariana Grande) (Remix)","The Weeknd","Save Your Tears","spotify:track:37BZB0z9T8Xu7U3e65qxFy","null","null","null","2021-04-23","",""
"","","Tommy Lee (feat. Post Malone)","Tyla Yaweh","Tommy Lee (feat. Post Malone)","spotify:track:5QZKcQDp0tCcvMdyqEciBV","null","null","null","2021-07-15","",""
"","","bad vibes forever (feat. PnB Rock & Trippie Redd)","XXXTENTACION","Bad Vibes Forever","spotify:track:03eJ2DclFWXYU8GWgANdmZ","null","null","null","2021-07-15","",""
"","","Legends","Juice WRLD","Legends","spotify:track:1Knctxx9vGZxpZfF66BIEa","null","null","null","2021-07-22","",""
"","","INDUSTRY BABY (feat. Jack Harlow)","Lil Nas X","INDUSTRY BABY (feat. Jack Harlow)","spotify:track:27NovPIUIRrOZoCHxABJwK","null","null","null","2021-07-23","",""
"","","Angel","The Weeknd","Beauty Behind The Madness","spotify:track:0wzPHTgOtFIDhk2rD3Au4x","null","null","null","2021-07-29","",""
"","","Take My Breath - Single Version","The Weeknd","Take My Breath","spotify:track:6OGogr19zPTM4BALXuMQpF","null","null","null","2021-08-06","",""
"","","In The Dark (with Jhené Aiko)","Swae Lee","In The Dark (with Jhené Aiko)","spotify:track:4ZB2yAZyPHI6SHdFPPT9sa","null","null","null","2021-08-20","",""
"","","SUN GOES DOWN","Lil Nas X","SUN GOES DOWN","spotify:track:34eF4BoV8FPk0uhAAoqU7h","null","null","null","2021-08-23","",""
"","","In The Bible (with Lil Durk & Giveon)","Drake","Certified Lover Boy","spotify:track:61S79KIVA4I9FXbnsylEHT","null","null","null","2021-09-03","",""
"","","Love All (with JAY-Z)","Drake","Certified Lover Boy","spotify:track:4VCbgIdr8ptegWeJpqLVHH","null","null","null","2021-09-03","",""
"","","Fire In The Sky","Anderson .Paak","Shang-Chi and The Legend of The Ten Rings: The Album","spotify:track:3zpGIFghtnVlwMXWyKW474","null","null","null","2021-09-04","",""
"","","Lose Control","JJ Lin","Shang-Chi and The Legend of The Ten Rings: The Album","spotify:track:1Mut1YA6ZxKZ7F6MKsMSQu","null","null","null","2021-09-04","",""
"","","Summertime Magic","Childish Gambino","Summer Pack","spotify:track:4j3GWI86JvSaF0BLdmgcfF","null","null","null","2021-09-17","",""
"","","Moth To A Flame (with The Weeknd)","Swedish House Mafia","Moth To A Flame","spotify:track:2gpWyfu7eZ01zzncHpxOtA","null","null","null","2021-10-22","",""
"","","Smokin Out The Window","Bruno Mars","Smokin Out The Window","spotify:track:4iN16F8JtVxG2UTzp3avGl","null","null","null","2021-11-09","",""
"","","Skate","Bruno Mars","Smokin Out The Window","spotify:track:0E5HkAPMmakOpRnxKJYqat","null","null","null","2021-11-09","",""
"","","Put On A Smile","Bruno Mars","An Evening With Silk Sonic","spotify:track:4bbJw6usZSqkcmnqjSIOWx","null","null","null","2021-11-12","",""
"","","You Wouldn't Understand","Juice WRLD","Fighting Demons","spotify:track:2W1Aq2c6PUSHBC0golgHLK","null","null","null","2021-12-26","",""
"","","Strawberry Skies","Kid Travis","Strawberry Skies","spotify:track:458EaCXcB9TRBoJEDVcdcr","null","null","null","2021-12-26","",""
"","","Sacrifice","The Weeknd","Dawn FM","spotify:track:1nH2PkJL1XoUq8oE6tBZoU","null","null","null","2022-01-07","",""
"","","Out of Time","The Weeknd","Dawn FM","spotify:track:2SLwbpExuoBDZBpjfefCtV","null","null","null","2022-01-07","",""
"","","First Class","Jack Harlow","First Class","spotify:track:1rDQ4oMwGJI7B4tovsBOxc","null","null","null","2022-04-14","",""
"","","State Fair","Jack Harlow","Come Home The Kids Miss You","spotify:track:0PyJRNmJvJJ5OmffwQf5we","null","null","null","2022-05-26","",""
"","","SNOWMAN","Arizona Zervas","SNOWMAN","spotify:track:1uU0Q4JrDzgqWK1QWXccwb","null","null","null","2022-07-01","",""
"","","Here We Go… Again (feat. Tyler, the Creator)","The Weeknd","Dawn FM","spotify:track:1NhjYYcYTRywc0di98xHxf","null","null","null","2022-07-01","",""
"","","Less Than Zero","The Weeknd","Dawn FM","spotify:track:2D4dV2KXDTszzJ3p3cFqhA","null","null","null","2022-07-01","",""
"","","Blindside","Anthony Russo","Blindside","spotify:track:5rMyMQrE2TyqW5t56eec4w","null","null","null","2022-07-01","",""
"","","Nail Tech","Jack Harlow","Nail Tech","spotify:track:62Yo3FDddWY8ydu6PW2wyz","null","null","null","2022-07-01","",""
"","","Bag (with Lucky Daye)","Col3trane","Bag (with Lucky Daye)","spotify:track:5c4w6QktLsSuO1gqH4YKE7","null","null","null","2022-07-01","",""
"","","Love's Train","Bruno Mars","Love's Train","spotify:track:60gTdTwaNtGAzIxKfeGVfJ","null","null","null","2022-07-01","",""
"","","Finesse - Remix; feat. Cardi B","Bruno Mars","Finesse (Remix) [feat. Cardi B]","spotify:track:3Vo4wInECJQuz9BIBMOu8i","null","null","null","2022-07-01","",""
"","","RIDE TO THE SIDE","O2worldwide","BACK ON TRACK","spotify:track:0sYS8WdBVEg2nqQNJhQuUl","null","null","null","2022-07-01","",""
"","","Nail Tech","Jack Harlow","Come Home The Kids Miss You","spotify:track:3ioJs8DQw527GmqJIp5gZG","null","null","null","2022-07-01","",""
"","","Young Harleezy","Jack Harlow","Come Home The Kids Miss You","spotify:track:4CuZSJLlmUrEfcXUm6pQk9","null","null","null","2022-07-01","",""
"","","I Heard You’re Married (feat. Lil Wayne)","The Weeknd","Dawn FM","spotify:track:5XbA7TAqsD0fj0dGBrbb0D","null","null","null","2022-07-01","",""
"","","One Right Now (with The Weeknd)","Post Malone","Twelve Carat Toothache","spotify:track:1nltpRhEiXikwDlVn4UADk","null","null","null","2022-07-05","",""
"","","Hurt You","The Weeknd","My Dear Melancholy,","spotify:track:6QdnKD1zwEgyOWtkrdzlOF","null","null","null","2022-07-05","",""
"","","GO (feat. Juice WRLD)","The Kid LAROI","F*CK LOVE","spotify:track:2rPHUAeUPbNgTmK18FPTiZ","null","null","null","2022-07-20","",""
"","","Flawless","Logic","Bobby Tarantino III","spotify:track:0OUZoXhXP1XbJnaez0jSJ4","null","null","null","2022-08-15","",""
"","","Lovely Day","Bill Withers","Menagerie","spotify:track:0bRXwKfigvpKZUurwqAlEh","null","null","null","2022-08-19","",""
"","","Ms. Jackson","Outkast","Stankonia","spotify:track:0I3q5fE6wg7LIfHGngUTnV","null","null","null","2022-09-22","",""
"","","Bad Habit","Steve Lacy","Bad Habit","spotify:track:5CM4UuQ9Gnd6K2YyKGPMoK","null","null","null","2022-11-09","",""
"","","Karma Called","Downtown Kayoto","Karma Called","spotify:track:5ObIsSYF9t9G9uVnYfe9S3","null","null","null","2023-02-16","",""
"","","Justified","Emotional Oranges","Justified","spotify:track:6uvQXH6nPHFC5wBBPz9PPR","null","null","null","2023-05-13","",""
"","","See You Again (feat. Kali Uchis)","Tyler, The Creator","Flower Boy","spotify:track:7KA4W4McWYRpgf0fWsJZWB","null","null","null","2023-05-24","",""
"","","The Hills","The Weeknd","Beauty Behind The Madness","spotify:track:7fBv7CLKzipRk6EC6TWHOB","null","null","null","2023-05-28","",""
"","","Calling (Spider-Man: Across the Spider-Verse) (Metro Boomin & Swae Lee, NAV, feat. A Boogie Wit da Hoodie)","Metro Boomin","METRO BOOMIN PRESENTS SPIDER-MAN: ACROSS THE SPIDER-VERSE","spotify:track:5rurggqwwudn9clMdcchxT","null","null","null","2023-06-02","",""
"","","Mona Lisa (Spider-Man: Across the Spider-Verse)","Dominic Fike","Mona Lisa (Spider-Man: Across the Spider-Verse)","spotify:track:37CoOXIsgF3NzbK1zHZetk","null","null","null","2023-06-11","",""
"","","Annihilate (Spider-Man: Across the Spider-Verse) (Metro Boomin & Swae Lee, Lil Wayne, Offset)","Metro Boomin","METRO BOOMIN PRESENTS SPIDER-MAN: ACROSS THE SPIDER-VERSE","spotify:track:39MK3d3fonIP8Mz9oHCTBB","null","null","null","2023-06-18","",""
"","","Am I Dreaming (Metro Boomin & A$AP Rocky, Roisee)","Metro Boomin","METRO BOOMIN PRESENTS SPIDER-MAN: ACROSS THE SPIDER-VERSE","spotify:track:6Ec5LeRzkisa5KJtwLfOoW","null","null","null","2023-06-18","",""
"","","All The Way Live (Spider-Man: Across the Spider-Verse) (Metro Boomin & Future, Lil Uzi Vert)","Metro Boomin","METRO BOOMIN PRESENTS SPIDER-MAN: ACROSS THE SPIDER-VERSE","spotify:track:0B6g379TMw0nYGXA7y5xHz","null","null","null","2023-06-18","",""
"","","Danger (Spider) (Offset & JID)","Offset","METRO BOOMIN PRESENTS SPIDER-MAN: ACROSS THE SPIDER-VERSE","spotify:track:3X6qK1LdMkSOhklwRa2ZfG","null","null","null","2023-06-18","",""
"","","Hummingbird (Metro Boomin & James Blake)","Metro Boomin","METRO BOOMIN PRESENTS SPIDER-MAN: ACROSS THE SPIDER-VERSE","spotify:track:6HexNTb392JS071DoTGo0y","null","null","null","2023-06-18","",""
"","","Silk & Cologne (EI8HT & Offset) - Spider-Verse Remix","EI8HT","METRO BOOMIN PRESENTS SPIDER-MAN: ACROSS THE SPIDER-VERSE","spotify:track:5Lv5L45PQmp5CTjs5PlQ6e","null","null","null","2023-06-18","",""
"","","Link Up (Metro Boomin & Don Toliver, Wizkid feat. BEAM & Toian) - Spider-Verse Remix (Spider-Man: Across the Spider-Verse )","Metro Boomin","METRO BOOMIN PRESENTS SPIDER-MAN: ACROSS THE SPIDER-VERSE","spotify:track:0y8Pu7x5jXgUjOIJvQIF5L","null","null","null","2023-06-18","",""
"","","Self Love (Spider-Man: Across the Spider-Verse) (Metro Boomin & Coi Leray)","Metro Boomin","METRO BOOMIN PRESENTS SPIDER-MAN: ACROSS THE SPIDER-VERSE","spotify:track:0AAMnNeIc6CdnfNU85GwCH","null","null","null","2023-06-18","",""
"","","Home (Metro Boomin & Don Toliver, Lil Uzi Vert)","Metro Boomin","METRO BOOMIN PRESENTS SPIDER-MAN: ACROSS THE SPIDER-VERSE","spotify:track:2qlBAT108lYOzlXhBxBqEv","null","null","null","2023-06-18","",""
"","","Nonviolent Communication (Metro Boomin & James Blake, A$AP Rocky, 21 Savage)","Metro Boomin","METRO BOOMIN PRESENTS SPIDER-MAN: ACROSS THE SPIDER-VERSE","spotify:track:3xMnPIvsaWwzHzqqzaihEX","null","null","null","2023-06-18","",""
"","","Givin’ Up (Not The One) (Don Toliver & 21 Savage, 2 Chainz)","Don Toliver","METRO BOOMIN PRESENTS SPIDER-MAN: ACROSS THE SPIDER-VERSE","spotify:track:0KoBrntyQ2x6Y1eZwgGe5P","null","null","null","2023-06-18","",""
"","","Nas Morales (Metro Boomin & Nas)","Metro Boomin","METRO BOOMIN PRESENTS SPIDER-MAN: ACROSS THE SPIDER-VERSE","spotify:track:4mTKCa00WAZS2ag4GYwu0t","null","null","null","2023-06-18","",""
"","","Chemical","Post Malone","AUSTIN","spotify:track:7jvtmQ3onpWeUm7dyFSSSc","null","null","null","2023-07-29","",""
"","","Sign Me Up","Post Malone","AUSTIN","spotify:track:4mahloUW5K6KeGijwnMGDr","null","null","null","2023-07-29","",""
"","","Too Fast (Pull Over) (with Anderson .Paak & Latto)","Jay Rock","Too Fast (Pull Over) (with Anderson .Paak & Latto)","spotify:track:6vz3Fyhj6smbuYuaIZHksu","null","null","null","2023-08-01","",""
"","","Familia (with Anuel Aa, feat. Bantu) - Spider-Man: Into the Spider-Verse","Nicki Minaj","Spider-Man: Into the Spider-Verse","spotify:track:4Uy3kNxW2kB8AEoXljEcth","null","null","null","2023-08-25","",""
"","","Dark Red","Steve Lacy","Dark Red","spotify:track:3EaJDYHA0KnX88JvDhL9oa","null","null","null","2023-11-30","",""
"","","Die Hard","Kendrick Lamar","Mr. Morale & The Big Steppers","spotify:track:2g6tReTlM2Akp41g0HaeXN","null","null","null","2024-02-22","",""
"","","Hold On, We're Going Home","Drake","Nothing Was The Same","spotify:track:2aSC2xhRxOLiiZZVjhbylH","null","null","null","2024-03-07","",""
"","","Feel It - From The Original Series “Invincible”","d4vd","Feel It","spotify:track:3SAga35lAPYdjj3qyfEsCF","null","null","null","2024-05-02","",""
"","","Dancing In The Flames","The Weeknd","Dancing In The Flames","spotify:track:7z7kvUQGwlC6iOl7vMuAr9","null","null","null","2024-09-13","",""
"","","luther (with sza)","Kendrick Lamar","GNX","spotify:track:45J4avUb9Ni0bnETYaYFVJ","null","null","null","2024-12-01","",""
"","","squabble up","Kendrick Lamar","GNX","spotify:track:0nj9Bq5sHDiTxSHunhgkFb","null","null","null","2024-12-01","",""
"songs","2025-02-02","Better Now","Post Malone","beerbongs & bentleys","spotify:track:7dt6x5M1jzdTEt8oCbisTK","null","null","null","2018-05-05","null","1"
"","","Paranoid","Post Malone","beerbongs & bentleys","spotify:track:3fpVWegR6YOS1Yk5HSMYIq","null","null","null","2018-05-07","",""
"","","Paramedic!","SOB X RBE","Black Panther The Album Music From And Inspired By","spotify:track:4Rz2oMtjx93aWs2g6JSHys","null","null","null","2018-05-10","",""
"","","Pray For Me (with Kendrick Lamar)","The Weeknd","Black Panther The Album Music From And Inspired By","spotify:track:77UjLW8j5UAGAGVGhR5oUK","null","null","null","2018-05-10","",""
"","","Nice For What","Drake","Nice For What","spotify:track:1cTZMwcBJT0Ka3UJPXOeeN","null","null","null","2018-05-21","",""
"","","Theme (from ""Spider Man"") [Original Television Series]","Michael Giacchino","Spider-Man: Homecoming (Original Motion Picture Soundtrack)","spotify:track:1tzj2vY4twkNmZ5K3DUOPp","null","null","null","2018-06-01","",""
"","","Can’t Take A Joke","Drake","Scorpion","spotify:track:7cfvP13Bqb1EyCZQiYsLum","null","null","null","2018-07-09","",""
"","","Arthropodie","Christophe Beck","Ant-Man and The Wasp","spotify:track:5iTanyGGut1rFBtaK8CJ4g","null","null","null","2018-08-02","",""
"","","Lucid Dreams","Juice WRLD","Goodbye & Good Riddance","spotify:track:0s3nnoMeVWz3989MkNQiRf","null","null","null","2018-09-13","",""
"","","Personal","Emotional Oranges","Personal","spotify:track:3ET6tneQU6pszP9VylP27r","null","null","null","2018-09-13","",""
"","","Spider-Man","John Paesano","Marvel's Spider-Man","spotify:track:3kIdjWDaZ9gs4v2iirkJie","null","null","null","2018-09-21","",""
"","","The Golden Age","John Paesano","Marvel's Spider-Man","spotify:track:7GzdJAAFPqJSc9uLsFczLu","null","null","null","2018-09-21","",""
"","","Motion","Emotional Oranges","Motion","spotify:track:00RvSXTJpG13nMJRc802kO","null","null","null","2018-11-03","",""
"","","All The Stars (with SZA)","Kendrick Lamar","Black Panther The Album Music From And Inspired By","spotify:track:3GCdLUSnKSMJhs4Tj6CV3s","null","null","null","2018-11-19","",""
"","","Doesn't Matter - Rynx Remix","Gallant","Doesn't Matter","spotify:track:0Xr5SrLHtrQ8vD1dDkqxRV","null","null","null","2018-11-20","",""
"","","Find the Pieces","Tryhardninja","Pick a Universe","spotify:track:4CzJNaGhWWpbv36kpTIzhv","null","null","null","2018-11-20","",""
"","","Sunflower - Spider-Man: Into the Spider-Verse","Post Malone","Sunflower","spotify:track:1A6OTy97kk0mMdm78rHsm8","null","null","null","2018-11-25","",""
"","","The Flash TV Main Theme","Geek Music","The Flash TV Main Theme","spotify:track:0uwYX5jJ7vj5nRCoxAt7kN","null","null","null","2018-12-02","",""
